Date,Country,Rank,Artist,Track
2026-06-14,Spain,5,Olivia Rodrigo,maggots for brains
2026-06-14,Netherlands,1,Olivia Rodrigo,the cure
2026-06-14,Netherlands,2,Olivia Rodrigo,drop dead
2026-06-14,Netherlands,3,Ariana Grande,hate that i made you love me
2026-06-14,Netherlands,4,Olivia Rodrigo,stupid song
2026-06-14,Netherlands,5,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Belgium,1,Olivia Rodrigo,the cure
2026-06-14,Belgium,2,Olivia Rodrigo,drop dead
2026-06-14,Belgium,3,Ariana Grande,hate that i made you love me
2026-06-14,Belgium,4,Olivia Rodrigo,stupid song
2026-06-14,Belgium,5,Olivia Rodrigo,honeybee
2026-06-14,Austria,1,Olivia Rodrigo,the cure
2026-06-14,Austria,2,Olivia Rodrigo,drop dead
2026-06-14,Austria,3,Linkin Park,The Emptiness Machine
2026-06-14,Austria,4,Olivia Rodrigo,stupid song
2026-06-14,Austria,5,Ariana Grande,hate that i made you love me
2026-06-14,Switzerland,1,Olivia Rodrigo,the cure
2026-06-14,Switzerland,2,Ariana Grande,hate that i made you love me
2026-06-14,Switzerland,3,Olivia Rodrigo,drop dead
2026-06-14,Switzerland,4,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Switzerland,5,Olivia Rodrigo,stupid song
2026-06-14,Sweden,1,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Sweden,2,Olivia Rodrigo,the cure
2026-06-14,Sweden,3,Ariana Grande,hate that i made you love me
2026-06-14,Sweden,4,Olivia Rodrigo,drop dead
2026-06-14,Sweden,5,Michael Jackson,Billie Jean
2026-06-14,Norway,1,Marstein,RØDT HVITT BLÅTT
2026-06-14,Norway,2,Ariana Grande,hate that i made you love me
2026-06-14,Norway,3,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Norway,4,Malcolm Todd,Earrings
2026-06-14,Norway,5,Zara Larsson,Lush Life
2026-06-14,Denmark,1,KESI,Drukner
2026-06-14,Denmark,2,Artigeardit,Ivrig
2026-06-14,Denmark,3,Ariana Grande,hate that i made you love me
2026-06-14,Denmark,4,Michael Jackson,Billie Jean
2026-06-14,Denmark,5,Olivia Rodrigo,the cure
2026-06-14,Finland,1,louna0nline,m0ti0n
2026-06-14,Finland,2,Vet Pillows,Rakkauden kesä
2026-06-14,Finland,3,emma & matilda,Älä mee
2026-06-14,Finland,4,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Finland,5,Olivia Rodrigo,the cure
2026-06-14,Poland,1,Olivia Rodrigo,the cure
2026-06-14,Poland,2,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Poland,3,Olivia Rodrigo,drop dead
2026-06-14,Poland,4,Ariana Grande,hate that i made you love me
2026-06-14,Poland,5,Olivia Rodrigo,stupid song
2026-06-14,Portugal,1,Olivia Rodrigo,the cure
2026-06-14,Portugal,2,Olivia Rodrigo,drop dead
2026-06-14,Portugal,3,Olivia Rodrigo,stupid song
2026-06-14,Portugal,4,Ariana Grande,hate that i made you love me
2026-06-14,Portugal,5,Olivia Rodrigo,honeybee
2026-06-14,Greece,1,Ariana Grande,hate that i made you love me
2026-06-14,Greece,2,Olivia Rodrigo,the cure
2026-06-14,Greece,3,Olivia Rodrigo,drop dead
2026-06-14,Greece,4,Olivia Rodrigo,stupid song
2026-06-14,Greece,5,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Ireland,1,Olivia Rodrigo,the cure
2026-06-14,Ireland,2,Olivia Rodrigo,drop dead
2026-06-14,Ireland,3,Olivia Rodrigo,stupid song
2026-06-14,Ireland,4,Olivia Rodrigo,honeybee
2026-06-14,Ireland,5,Olivia Rodrigo,maggots for brains
2026-06-14,Mexico,1,BTS,SWIM
2026-06-14,Mexico,2,BTS,Body to Body
2026-06-14,Mexico,3,BTS,Hooligan
2026-06-14,Mexico,4,BTS,2.0
2026-06-14,Mexico,5,BTS,FYA
2026-06-14,Brazil,1,Olivia Rodrigo,the cure
2026-06-14,Brazil,2,Ariana Grande,hate that i made you love me
2026-06-14,Brazil,3,Olivia Rodrigo,drop dead
2026-06-14,Brazil,4,Olivia Rodrigo,stupid song
2026-06-14,Brazil,5,Olivia Rodrigo,honeybee
2026-06-14,Argentina,1,Patricio Rey y sus Redonditos de Ricota,Preso en mi ciudad
2026-06-14,Argentina,2,Patricio Rey y sus Redonditos de Ricota,Todo un palo
2026-06-14,Argentina,3,Olivia Rodrigo,the cure
2026-06-14,Argentina,4,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo
2026-06-14,Argentina,5,Patricio Rey y sus Redonditos de Ricota,La Bestia Pop
2026-06-14,Chile,1,Olivia Rodrigo,the cure
2026-06-14,Chile,2,Ariana Grande,hate that i made you love me
2026-06-14,Chile,3,BTS,Hooligan
2026-06-14,Chile,4,BTS,SWIM
2026-06-14,Chile,5,BTS,Body to Body
2026-06-14,Colombia,1,BTS,SWIM
2026-06-14,Colombia,2,BTS,Body to Body
2026-06-14,Colombia,3,BTS,Hooligan
2026-06-14,Colombia,4,BTS,2.0
2026-06-14,Colombia,5,BTS,FYA
2026-06-14,Peru,1,BTS,SWIM
2026-06-14,Peru,2,BTS,Hooligan
2026-06-14,Peru,3,BTS,Body to Body
2026-06-14,Peru,4,BTS,2.0
2026-06-14,Peru,5,BTS,FYA
2026-06-14,Japan,1,Olivia Rodrigo,the cure
2026-06-14,Japan,2,ILLIT,IT'S ME
2026-06-14,Japan,3,Olivia Rodrigo,drop dead
2026-06-14,Japan,4,サカナクション,夜の踊り子
2026-06-14,Japan,5,Olivia Rodrigo,stupid song
2026-06-14,India,1,BTS,Body to Body
2026-06-14,India,2,BTS,SWIM
2026-06-14,India,3,BTS,2.0
2026-06-14,India,4,BTS,Hooligan
2026-06-14,India,5,BTS,FYA
2026-06-14,Indonesia,1,BTS,SWIM
2026-06-14,Indonesia,2,BTS,Body to Body
2026-06-14,Indonesia,3,BTS,Hooligan
2026-06-14,Indonesia,4,BTS,2.0
2026-06-14,Indonesia,5,BTS,FYA
2026-06-14,Thailand,1,Ariana Grande,hate that i made you love me
2026-06-14,Thailand,2,Olivia Rodrigo,drop dead
2026-06-14,Thailand,3,Olivia Rodrigo,the cure
2026-06-14,Thailand,4,Malcolm Todd,Earrings
2026-06-14,Thailand,5,Olivia Rodrigo,stupid song
2026-06-14,Philippines,1,Olivia Rodrigo,the cure
2026-06-14,Philippines,2,Olivia Rodrigo,drop dead
2026-06-14,Philippines,3,Ariana Grande,hate that i made you love me
2026-06-14,Philippines,4,Malcolm Todd,Earrings
2026-06-14,Philippines,5,Daniel Caesar,Who Knows
2026-06-14,Malaysia,1,Ariana Grande,hate that i made you love me
2026-06-14,Malaysia,2,Malcolm Todd,Earrings
2026-06-14,Malaysia,3,Olivia Rodrigo,the cure
2026-06-14,Malaysia,4,Olivia Rodrigo,drop dead
2026-06-14,Malaysia,5,BTS,SWIM
2026-06-14,Singapore,1,Ariana Grande,hate that i made you love me
2026-06-14,Singapore,2,Olivia Rodrigo,the cure
2026-06-14,Singapore,3,Olivia Rodrigo,drop dead
2026-06-14,Singapore,4,Malcolm Todd,Earrings
2026-06-14,Singapore,5,Olivia Rodrigo,stupid song
2026-06-14,Ukraine,1,Olivia Rodrigo,the cure
2026-06-14,Ukraine,2,Olivia Rodrigo,drop dead
2026-06-14,Ukraine,3,Ariana Grande,hate that i made you love me
2026-06-14,Ukraine,4,Olivia Rodrigo,stupid song
2026-06-14,Ukraine,5,Tame Impala,Dracula
2026-06-14,Turkey,1,Manifest,Hileli
2026-06-14,Turkey,2,Manifest,Daha İyi
2026-06-14,Turkey,3,Manifest,Snap
2026-06-14,Turkey,4,Manifest,KTS
2026-06-14,Turkey,5,Manifest,Amatör
2026-06-14,South Africa,1,Olivia Rodrigo,the cure
2026-06-14,South Africa,2,Ariana Grande,hate that i made you love me
2026-06-14,South Africa,3,Olivia Rodrigo,drop dead
2026-06-14,South Africa,4,Malcolm Todd,Earrings
2026-06-14,South Africa,5,Olivia Rodrigo,stupid song
2026-06-14,Egypt,1,Michael Jackson,Chicago
2026-06-14,Egypt,2,Michael Jackson,Billie Jean
2026-06-14,Egypt,3,Malcolm Todd,Earrings
2026-06-14,Egypt,4,The Marías,No One Noticed
2026-06-14,Egypt,5,TUL8TE,Seneen
2026-06-14,Israel,1,Olivia Rodrigo,the cure
2026-06-14,Israel,2,Ariana Grande,hate that i made you love me
2026-06-14,Israel,3,Olivia Rodrigo,drop dead
2026-06-14,Israel,4,Dominic Fike,Babydoll
2026-06-14,Israel,5,Malcolm Todd,Earrings
2026-06-14,Saudi Arabia,1,Malcolm Todd,Earrings
2026-06-14,Saudi Arabia,2,Ariana Grande,hate that i made you love me
2026-06-14,Saudi Arabia,3,Olivia Rodrigo,the cure
2026-06-14,Saudi Arabia,4,Michael Jackson,Chicago
2026-06-14,Saudi Arabia,5,F3miii,NOBLE
2026-06-14,United Arab Emirates,1,Malcolm Todd,Earrings
2026-06-14,United Arab Emirates,2,Ariana Grande,hate that i made you love me
2026-06-14,United Arab Emirates,3,Olivia Rodrigo,the cure
2026-06-14,United Arab Emirates,4,Drake,Janice STFU
2026-06-14,United Arab Emirates,5,F3miii,NOBLE
2026-06-14,Taiwan,1,Ariana Grande,hate that i made you love me
2026-06-14,Taiwan,2,Olivia Rodrigo,drop dead
2026-06-14,Taiwan,3,Olivia Rodrigo,the cure
2026-06-14,Taiwan,4,Olivia Rodrigo,stupid song
2026-06-14,Taiwan,5,Olivia Rodrigo,honeybee
2026-06-14,Ecuador,1,BTS,SWIM
2026-06-14,Ecuador,2,BTS,Hooligan
2026-06-14,Ecuador,3,BTS,2.0
2026-06-14,Ecuador,4,BTS,Body to Body
2026-06-14,Ecuador,5,BTS,they don’t know ’bout us
2026-06-14,Venezuela,1,BTS,SWIM
2026-06-14,Venezuela,2,BTS,Body to Body
2026-06-14,Venezuela,3,BTS,Hooligan
2026-06-14,Venezuela,4,BTS,2.0
2026-06-14,Venezuela,5,BTS,FYA
2026-06-14,Uruguay,1,Olivia Rodrigo,the cure
2026-06-14,Uruguay,2,Olivia Rodrigo,drop dead
2026-06-14,Uruguay,3,Olivia Rodrigo,stupid song
2026-06-14,Uruguay,4,Olivia Rodrigo,honeybee
2026-06-14,Uruguay,5,Ariana Grande,hate that i made you love me
2026-06-14,Costa Rica,1,Olivia Rodrigo,the cure
2026-06-14,Costa Rica,2,Ariana Grande,hate that i made you love me
2026-06-14,Costa Rica,3,BTS,SWIM
2026-06-14,Costa Rica,4,BTS,Hooligan
2026-06-14,Costa Rica,5,BTS,Body to Body
2026-06-14,Panama,1,BTS,Body to Body
2026-06-14,Panama,2,BTS,Hooligan
2026-06-14,Panama,3,BTS,SWIM
2026-06-14,Panama,4,BTS,2.0
2026-06-14,Panama,5,BTS,FYA
2026-06-14,Dominican Republic,1,BTS,Body to Body
2026-06-14,Dominican Republic,2,BTS,SWIM
2026-06-14,Dominican Republic,3,BTS,Hooligan
2026-06-14,Dominican Republic,4,BTS,2.0
2026-06-14,Dominican Republic,5,BTS,they don’t know ’bout us
2026-06-14,Jamaica,1,Malcolm Todd,Earrings
2026-06-14,Jamaica,2,Ariana Grande,hate that i made you love me
2026-06-14,Jamaica,3,Michael Jackson,Chicago
2026-06-14,Jamaica,4,Drake,Janice STFU
2026-06-14,Jamaica,5,Olivia Rodrigo,the cure
2026-06-14,Iceland,1,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Iceland,2,Ariana Grande,hate that i made you love me
2026-06-14,Iceland,3,Olivia Rodrigo,the cure
2026-06-14,Iceland,4,Michael Jackson,Billie Jean
2026-06-14,Iceland,5,Bubbi Morthens,Aldrei fór ég suður
2026-06-14,Croatia,1,Olivia Rodrigo,the cure
2026-06-14,Croatia,2,Olivia Rodrigo,drop dead
2026-06-14,Croatia,3,Buba Corelli,Topovska
2026-06-14,Croatia,4,Olivia Rodrigo,stupid song
2026-06-14,Croatia,5,Ariana Grande,hate that i made you love me
2026-06-14,Serbia,1,Buba Corelli,Topovska
2026-06-14,Serbia,2,Olivia Rodrigo,the cure
2026-06-14,Serbia,3,Jala Brat,Bass & Rave
2026-06-14,Serbia,4,Ariana Grande,hate that i made you love me
2026-06-14,Serbia,5,2soma,Señorita
2026-06-14,Bulgaria,1,Simona,Прахосмукачка
2026-06-14,Bulgaria,2,Ariana Grande,hate that i made you love me
2026-06-14,Bulgaria,3,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Bulgaria,4,Dara,Bangaranga
2026-06-14,Bulgaria,5,Olivia Rodrigo,the cure
2026-06-14,Romania,1,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Romania,2,Olivia Rodrigo,the cure
2026-06-14,Romania,3,Michael Jackson,Chicago
2026-06-14,Romania,4,Ariana Grande,hate that i made you love me
2026-06-14,Romania,5,Berechet,DEUCESS
2026-06-14,Slovakia,1,Olivia Rodrigo,the cure
2026-06-14,Slovakia,2,Olivia Rodrigo,drop dead
2026-06-14,Slovakia,3,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Slovakia,4,Olivia Rodrigo,stupid song
2026-06-14,Slovakia,5,Justin Bieber,Beauty and a Beat
2026-06-14,Czech Republic,1,Olivia Rodrigo,the cure
2026-06-14,Czech Republic,2,Olivia Rodrigo,drop dead
2026-06-14,Czech Republic,3,Olivia Rodrigo,stupid song
2026-06-14,Czech Republic,4,Justin Bieber,Beauty and a Beat
2026-06-14,Czech Republic,5,Gorillaz,Feel Good Inc.
2026-06-14,Hungary,1,Olivia Rodrigo,the cure
2026-06-14,Hungary,2,Olivia Rodrigo,drop dead
2026-06-14,Hungary,3,beton.hofi,BE VAGYOK ZÁRVA
2026-06-14,Hungary,4,Olivia Rodrigo,stupid song
2026-06-14,Hungary,5,Desh,TIP TIP
2026-06-14,Lithuania,1,Olivia Rodrigo,the cure
2026-06-14,Lithuania,2,Solo Ansamblis,Meilės Mašina
2026-06-14,Lithuania,3,Empire of the Sun,We Are the People
2026-06-14,Lithuania,4,Ariana Grande,hate that i made you love me
2026-06-14,Lithuania,5,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Latvia,1,Olivia Rodrigo,the cure
2026-06-14,Latvia,2,Olivia Rodrigo,drop dead
2026-06-14,Latvia,3,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Latvia,4,Ariana Grande,hate that i made you love me
2026-06-14,Latvia,5,Empire of the Sun,We Are the People
2026-06-14,Estonia,1,Olivia Rodrigo,the cure
2026-06-14,Estonia,2,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Estonia,3,Nublu,kesselaid
2026-06-14,Estonia,4,Ariana Grande,hate that i made you love me
2026-06-14,Estonia,5,Olivia Rodrigo,stupid song
2026-06-14,Luxembourg,1,Olivia Rodrigo,the cure
2026-06-14,Luxembourg,2,Olivia Rodrigo,drop dead
2026-06-14,Luxembourg,3,Ariana Grande,hate that i made you love me
2026-06-14,Luxembourg,4,Olivia Rodrigo,stupid song
2026-06-14,Luxembourg,5,PinkPantheress,Stateside + Zara Larsson
2026-06-14,Morocco,1,Stormy,SKI
2026-06-14,Morocco,2,DIZZY DROS,LAMARA
2026-06-14,Morocco,3,ElGrandeToto,SAMEDI (feat. Shaw)
2026-06-14,Morocco,4,Stormy,PER LA VITA
2026-06-14,Morocco,5,Ariana Grande,hate that i made you love me
2026-06-14,Kenya,1,Drake,Janice STFU
2026-06-14,Kenya,2,BTS,SWIM
2026-06-14,Kenya,3,BTS,Body to Body
2026-06-14,Kenya,4,BTS,Hooligan
2026-06-14,Kenya,5,BTS,NORMAL
2026-06-14,Nigeria,1,Blaqbonez,Chanel (feat. Asake)
2026-06-14,Nigeria,2,Asake,Gratitude
2026-06-14,Nigeria,3,Asake,Forgiveness
2026-06-14,Nigeria,4,BTS,Body to Body
2026-06-14,Nigeria,5,BTS,SWIM
2026-06-14,Ghana,1,BTS,Hooligan
2026-06-14,Ghana,2,BTS,Body to Body
2026-06-14,Ghana,3,BTS,SWIM
2026-06-14,Ghana,4,BTS,2.0
2026-06-14,Ghana,5,BTS,Come Over
2026-06-14,Pakistan,1,BTS,SWIM
2026-06-14,Pakistan,2,BTS,Body to Body
2026-06-14,Pakistan,3,BTS,Like Animals
2026-06-14,Pakistan,4,BTS,Hooligan
2026-06-14,Pakistan,5,BTS,FYA
2026-06-14,Bangladesh,1,BTS,SWIM
2026-06-14,Bangladesh,2,BTS,Come Over
2026-06-14,Bangladesh,3,BTS,Body to Body
2026-06-14,Bangladesh,4,BTS,NORMAL
2026-06-14,Bangladesh,5,BTS,FYA
2026-06-14,Sri Lanka,1,BTS,Body to Body
2026-06-14,Sri Lanka,2,BTS,SWIM
2026-06-14,Sri Lanka,3,BTS,NORMAL
2026-06-14,Sri Lanka,4,BTS,Come Over
2026-06-14,Sri Lanka,5,BTS,Hooligan
2026-06-21,United States,1,Olivia Rodrigo,stupid song
2026-06-21,United States,2,Olivia Rodrigo,the cure
2026-06-21,United States,3,Olivia Rodrigo,drop dead
2026-06-21,United States,4,Olivia Rodrigo,maggots for brains
2026-06-21,United States,5,Olivia Rodrigo,honeybee
2026-06-21,United Kingdom,1,Olivia Rodrigo,the cure
2026-06-21,United Kingdom,2,Olivia Rodrigo,stupid song
2026-06-21,United Kingdom,3,Olivia Rodrigo,drop dead
2026-06-21,United Kingdom,4,Olivia Rodrigo,my way
2026-06-21,United Kingdom,5,Olivia Rodrigo,maggots for brains
2026-06-21,Canada,1,Olivia Rodrigo,stupid song
2026-06-21,Canada,2,Olivia Rodrigo,the cure
2026-06-21,Canada,3,Olivia Rodrigo,drop dead
2026-06-21,Canada,4,Olivia Rodrigo,honeybee
2026-06-21,Canada,5,Olivia Rodrigo,maggots for brains
2026-06-21,Australia,1,Olivia Rodrigo,stupid song
2026-06-21,Australia,2,Olivia Rodrigo,the cure
2026-06-21,Australia,3,Olivia Rodrigo,drop dead
2026-06-21,Australia,4,Olivia Rodrigo,honeybee
2026-06-21,Australia,5,Olivia Rodrigo,maggots for brains
2026-06-21,New Zealand,1,Olivia Rodrigo,stupid song
2026-06-21,New Zealand,2,Olivia Rodrigo,the cure
2026-06-21,New Zealand,3,Olivia Rodrigo,drop dead
2026-06-21,New Zealand,4,Olivia Rodrigo,honeybee
2026-06-21,New Zealand,5,Olivia Rodrigo,maggots for brains
2026-06-21,Germany,1,Olivia Rodrigo,stupid song
2026-06-21,Germany,2,KitschKrieg,Gut Genug (mit Blumengarten & Shirin David)
2026-06-21,Germany,3,Olivia Rodrigo,the cure
2026-06-21,Germany,4,Olivia Rodrigo,drop dead
2026-06-21,Germany,5,Olivia Rodrigo,honeybee
2026-06-21,France,1,Olivia Rodrigo,stupid song
2026-06-21,France,2,Olivia Rodrigo,the cure
2026-06-21,France,3,Olivia Rodrigo,drop dead
2026-06-21,France,4,Aya Nakamura,Sexy Nana
2026-06-21,France,5,Ariana Grande,hate that i made you love me
2026-06-21,Italy,1,Olivia Rodrigo,stupid song
2026-06-21,Italy,2,Olivia Rodrigo,the cure
2026-06-21,Italy,3,Artie 5ive,SWAG MUSIC
2026-06-21,Italy,4,Olivia Rodrigo,drop dead
2026-06-21,Italy,5,Olivia Rodrigo,honeybee
2026-06-21,Spain,1,Olivia Rodrigo,stupid song
2026-06-21,Spain,2,Olivia Rodrigo,the cure
2026-06-21,Spain,3,Olivia Rodrigo,drop dead
2026-06-21,Spain,4,Olivia Rodrigo,honeybee
2026-06-21,Spain,5,Olivia Rodrigo,maggots for brains
2026-06-21,Netherlands,1,Olivia Rodrigo,stupid song
2026-06-21,Netherlands,2,Olivia Rodrigo,the cure
2026-06-21,Netherlands,3,Olivia Rodrigo,drop dead
2026-06-21,Netherlands,4,Olivia Rodrigo,honeybee
2026-06-21,Netherlands,5,Olivia Rodrigo,maggots for brains
2026-06-21,Belgium,1,Olivia Rodrigo,stupid song
2026-06-21,Belgium,2,Olivia Rodrigo,the cure
2026-06-21,Belgium,3,Olivia Rodrigo,drop dead
2026-06-21,Belgium,4,Olivia Rodrigo,honeybee
2026-06-21,Belgium,5,Olivia Rodrigo,maggots for brains
2026-06-21,Austria,1,Olivia Rodrigo,stupid song
2026-06-21,Austria,2,Olivia Rodrigo,the cure
2026-06-21,Austria,3,Olivia Rodrigo,drop dead
2026-06-21,Austria,4,Olivia Rodrigo,my way
2026-06-21,Austria,5,Olivia Rodrigo,honeybee
2026-06-21,Switzerland,1,Olivia Rodrigo,stupid song
2026-06-21,Switzerland,2,Olivia Rodrigo,the cure
2026-06-21,Switzerland,3,Olivia Rodrigo,drop dead
2026-06-21,Switzerland,4,Olivia Rodrigo,honeybee
2026-06-21,Switzerland,5,Olivia Rodrigo,maggots for brains
2026-06-21,Sweden,1,Glenmark Eriksson Strömstedt,När vi gräver guld i USA
2026-06-21,Sweden,2,Olivia Rodrigo,stupid song
2026-06-21,Sweden,3,Olivia Rodrigo,the cure
2026-06-21,Sweden,4,PinkPantheress,Stateside + Zara Larsson
2026-06-21,Sweden,5,Olivia Rodrigo,drop dead
2026-06-21,Norway,1,Olivia Rodrigo,stupid song
2026-06-21,Norway,2,Olivia Rodrigo,the cure
2026-06-21,Norway,3,Olivia Rodrigo,drop dead
2026-06-21,Norway,4,Ariana Grande,hate that i made you love me
2026-06-21,Norway,5,Olivia Rodrigo,honeybee
2026-06-21,Denmark,1,Olivia Rodrigo,stupid song
2026-06-21,Denmark,2,KESI,Drukner
2026-06-21,Denmark,3,Olivia Rodrigo,the cure
2026-06-21,Denmark,4,Olivia Rodrigo,drop dead
2026-06-21,Denmark,5,Ariana Grande,hate that i made you love me
2026-06-21,Finland,1,Olivia Rodrigo,stupid song
2026-06-21,Finland,2,louna0nline,m0ti0n
2026-06-21,Finland,3,Vet Pillows,Rakkauden kesä
2026-06-21,Finland,4,Olivia Rodrigo,the cure
2026-06-21,Finland,5,Olivia Rodrigo,drop dead
2026-06-21,Poland,1,Olivia Rodrigo,the cure
2026-06-21,Poland,2,Olivia Rodrigo,stupid song
2026-06-21,Poland,3,Olivia Rodrigo,drop dead
2026-06-21,Poland,4,Olivia Rodrigo,my way
2026-06-21,Poland,5,Olivia Rodrigo,honeybee
2026-06-21,Portugal,1,Olivia Rodrigo,stupid song
2026-06-21,Portugal,2,Olivia Rodrigo,the cure
2026-06-21,Portugal,3,Olivia Rodrigo,honeybee
2026-06-21,Portugal,4,Olivia Rodrigo,drop dead
2026-06-21,Portugal,5,Olivia Rodrigo,my way
2026-06-21,Greece,1,Olivia Rodrigo,stupid song
2026-06-21,Greece,2,Olivia Rodrigo,the cure
2026-06-21,Greece,3,Olivia Rodrigo,drop dead
2026-06-21,Greece,4,Olivia Rodrigo,honeybee
2026-06-21,Greece,5,Olivia Rodrigo,maggots for brains
2026-06-21,Ireland,1,Olivia Rodrigo,stupid song
2026-06-21,Ireland,2,Olivia Rodrigo,the cure
2026-06-21,Ireland,3,Olivia Rodrigo,drop dead
2026-06-21,Ireland,4,Olivia Rodrigo,honeybee
2026-06-21,Ireland,5,Olivia Rodrigo,maggots for brains
2026-06-21,Mexico,1,BTS,SWIM
2026-06-21,Mexico,2,BTS,Come Over
2026-06-21,Mexico,3,BTS,Body to Body
2026-06-21,Mexico,4,BTS,Hooligan
2026-06-21,Mexico,5,BTS,2.0
2026-06-21,Brazil,1,Olivia Rodrigo,stupid song
2026-06-21,Brazil,2,Olivia Rodrigo,the cure
2026-06-21,Brazil,3,Olivia Rodrigo,honeybee
2026-06-21,Brazil,4,Olivia Rodrigo,drop dead
2026-06-21,Brazil,5,Olivia Rodrigo,maggots for brains
2026-06-21,Argentina,1,Olivia Rodrigo,stupid song
2026-06-21,Argentina,2,Olivia Rodrigo,the cure
2026-06-21,Argentina,3,Olivia Rodrigo,drop dead
2026-06-21,Argentina,4,Olivia Rodrigo,honeybee
2026-06-21,Argentina,5,Olivia Rodrigo,my way
2026-06-21,Chile,1,Olivia Rodrigo,the cure
2026-06-21,Chile,2,Olivia Rodrigo,stupid song
2026-06-21,Chile,3,Olivia Rodrigo,drop dead
2026-06-21,Chile,4,Olivia Rodrigo,honeybee
2026-06-21,Chile,5,Olivia Rodrigo,maggots for brains
2026-06-21,Colombia,1,BTS,SWIM
2026-06-21,Colombia,2,BTS,Body to Body
2026-06-21,Colombia,3,BTS,Hooligan
2026-06-21,Colombia,4,BTS,Come Over
2026-06-21,Colombia,5,BTS,2.0
2026-06-21,Peru,1,BTS,SWIM
2026-06-21,Peru,2,BTS,Hooligan
2026-06-21,Peru,3,BTS,2.0
2026-06-21,Peru,4,BTS,Body to Body
2026-06-21,Peru,5,BTS,Come Over
2026-06-21,Japan,1,Olivia Rodrigo,stupid song
2026-06-21,Japan,2,Olivia Rodrigo,drop dead
2026-06-21,Japan,3,米津玄師,烏 - Raven
2026-06-21,Japan,4,Olivia Rodrigo,the cure
2026-06-21,Japan,5,Olivia Rodrigo,honeybee
2026-06-21,India,1,BTS,Come Over
2026-06-21,India,2,BTS,Body to Body
2026-06-21,India,3,BTS,SWIM
2026-06-21,India,4,BTS,2.0
2026-06-21,India,5,BTS,Merry Go Round
2026-06-21,Indonesia,1,BTS,Come Over
2026-06-21,Indonesia,2,BTS,SWIM
2026-06-21,Indonesia,3,BTS,Body to Body
2026-06-21,Indonesia,4,BTS,Hooligan
2026-06-21,Indonesia,5,BTS,2.0
2026-06-21,Thailand,1,Ariana Grande,hate that i made you love me
2026-06-21,Thailand,2,Olivia Rodrigo,stupid song
2026-06-21,Thailand,3,Olivia Rodrigo,drop dead
2026-06-21,Thailand,4,Olivia Rodrigo,the cure
2026-06-21,Thailand,5,Malcolm Todd,Earrings
2026-06-21,Philippines,1,Olivia Rodrigo,the cure
2026-06-21,Philippines,2,Olivia Rodrigo,drop dead
2026-06-21,Philippines,3,Olivia Rodrigo,stupid song
2026-06-21,Philippines,4,Ariana Grande,hate that i made you love me
2026-06-21,Philippines,5,Malcolm Todd,Earrings
2026-06-21,Malaysia,1,Ariana Grande,hate that i made you love me
2026-06-21,Malaysia,2,Olivia Rodrigo,the cure
2026-06-21,Malaysia,3,Malcolm Todd,Earrings
2026-06-21,Malaysia,4,Olivia Rodrigo,stupid song
2026-06-21,Malaysia,5,Olivia Rodrigo,drop dead
2026-06-21,Singapore,1,Olivia Rodrigo,stupid song
2026-06-21,Singapore,2,Olivia Rodrigo,the cure
2026-06-21,Singapore,3,Olivia Rodrigo,drop dead
2026-06-21,Singapore,4,Ariana Grande,hate that i made you love me
2026-06-21,Singapore,5,Olivia Rodrigo,honeybee
2026-06-21,Ukraine,1,Olivia Rodrigo,stupid song
2026-06-21,Ukraine,2,Olivia Rodrigo,the cure
2026-06-21,Ukraine,3,Olivia Rodrigo,drop dead
2026-06-21,Ukraine,4,Olivia Rodrigo,my way
2026-06-21,Ukraine,5,Olivia Rodrigo,honeybee
2026-06-21,Turkey,1,Manifest,Hileli
2026-06-21,Turkey,2,Manifest,Daha İyi
2026-06-21,Turkey,3,Manifest,Snap
2026-06-21,Turkey,4,Manifest,KTS
2026-06-21,Turkey,5,Manifest,Amatör
2026-06-21,South Africa,1,Olivia Rodrigo,stupid song
2026-06-21,South Africa,2,Olivia Rodrigo,the cure
2026-06-21,South Africa,3,Olivia Rodrigo,drop dead
2026-06-21,South Africa,4,Olivia Rodrigo,honeybee
2026-06-21,South Africa,5,Olivia Rodrigo,my way
2026-06-21,Egypt,1,Malcolm Todd,Earrings
2026-06-21,Egypt,2,Michael Jackson,Chicago
2026-06-21,Egypt,3,Michael Jackson,Billie Jean
2026-06-21,Egypt,4,TUL8TE,Seneen
2026-06-21,Egypt,5,The Marías,No One Noticed
2026-06-21,Israel,1,Olivia Rodrigo,stupid song
2026-06-21,Israel,2,Olivia Rodrigo,the cure
